site,date,treatment,plant,leaf,variable,value
hawley,1999-08-17,4,68,4,Wyeomyia,14
hawley,1999-08-17,1,69,1,Fletcherimyia,0
hawley,1999-08-17,1,69,1,Habrotrocha,14
hawley,1999-08-17,1,69,1,headcap,11
hawley,1999-08-17,1,69,1,Metriocnemus,1
hawley,1999-08-17,1,69,1,other,0
hawley,1999-08-17,1,69,1,rotvol ml,0.5
hawley,1999-08-17,1,69,1,Sarraceniopus,0
hawley,1999-08-17,1,69,1,volume ml,1.5
hawley,1999-08-17,1,69,1,Wyeomyia,0
hawley,1999-08-17,2,70,1,Fletcherimyia,0
hawley,1999-08-17,2,70,1,Habrotrocha,5
hawley,1999-08-17,2,70,1,headcap,0
hawley,1999-08-17,2,70,1,Metriocnemus,0
hawley,1999-08-17,2,70,1,other,0
hawley,1999-08-17,2,70,1,rotvol ml,0.2
hawley,1999-08-17,2,70,1,Sarraceniopus,0
hawley,1999-08-17,2,70,1,volume ml,1.5
hawley,1999-08-17,2,70,1,Wyeomyia,0
hawley,1999-08-17,3,71,1,Fletcherimyia,0
hawley,1999-08-17,3,71,1,Habrotrocha,4
hawley,1999-08-17,3,71,1,headcap,4
hawley,1999-08-17,3,71,1,Metriocnemus,7
hawley,1999-08-17,3,71,1,other,0
hawley,1999-08-17,3,71,1,rotvol ml,0.5
hawley,1999-08-17,3,71,1,Sarraceniopus,0
hawley,1999-08-17,3,71,1,volume ml,10
hawley,1999-08-17,3,71,1,Wyeomyia,4
hawley,1999-08-17,4,72,1,Fletcherimyia,0
hawley,1999-08-17,4,72,1,Habrotrocha,8
hawley,1999-08-17,4,72,1,headcap,6
hawley,1999-08-17,4,72,1,Metriocnemus,7
hawley,1999-08-17,4,72,1,other,1
hawley,1999-08-17,4,72,1,rotvol ml,0.5
hawley,1999-08-17,4,72,1,Sarraceniopus,0
hawley,1999-08-17,4,72,1,volume ml,11.5
hawley,1999-08-17,4,72,1,Wyeomyia,7
hawley,1999-08-17,4,72,2,Fletcherimyia,0
hawley,1999-08-17,4,72,2,Habrotrocha,5
hawley,1999-08-17,4,72,2,headcap,1
hawley,1999-08-17,4,72,2,Metriocnemus,4
hawley,1999-08-17,4,72,2,other,0
hawley,1999-08-17,4,72,2,rotvol ml,0.5
hawley,1999-08-17,4,72,2,Sarraceniopus,0
hawley,1999-08-17,4,72,2,volume ml,3.5
hawley,1999-08-17,4,72,2,Wyeomyia,0
hawley,1999-08-17,4,72,3,Fletcherimyia,0
hawley,1999-08-17,4,72,3,Habrotrocha,3
hawley,1999-08-17,4,72,3,headcap,4
hawley,1999-08-17,4,72,3,Metriocnemus,2
hawley,1999-08-17,4,72,3,other,0
hawley,1999-08-17,4,72,3,rotvol ml,0.5
hawley,1999-08-17,4,72,3,Sarraceniopus,0
hawley,1999-08-17,4,72,3,volume ml,10.5
hawley,1999-08-17,4,72,3,Wyeomyia,3
hawley,1999-08-17,4,72,4,Fletcherimyia,0
hawley,1999-08-17,4,72,4,Habrotrocha,3
hawley,1999-08-17,4,72,4,headcap,2
hawley,1999-08-17,4,72,4,Metriocnemus,0
hawley,1999-08-17,4,72,4,other,0
hawley,1999-08-17,4,72,4,rotvol ml,0.5
hawley,1999-08-17,4,72,4,Sarraceniopus,0
hawley,1999-08-17,4,72,4,volume ml,2.5
hawley,1999-08-17,4,72,4,Wyeomyia,9
hawley,1999-08-17,1,73,1,Fletcherimyia,0
hawley,1999-08-17,1,73,1,Habrotrocha,7
hawley,1999-08-17,1,73,1,headcap,1
hawley,1999-08-17,1,73,1,Metriocnemus,0
hawley,1999-08-17,1,73,1,other,0
hawley,1999-08-17,1,73,1,rotvol ml,0.5
hawley,1999-08-17,1,73,1,Sarraceniopus,0
hawley,1999-08-17,1,73,1,volume ml,3.5
hawley,1999-08-17,1,73,1,Wyeomyia,4
hawley,1999-08-17,2,74,1,Fletcherimyia,0
hawley,1999-08-17,2,74,1,Habrotrocha,7
hawley,1999-08-17,2,74,1,headcap,2
hawley,1999-08-17,2,74,1,Metriocnemus,1
hawley,1999-08-17,2,74,1,other,0
hawley,1999-08-17,2,74,1,rotvol ml,0.5
hawley,1999-08-17,2,74,1,Sarraceniopus,2
hawley,1999-08-17,2,74,1,volume ml,10
hawley,1999-08-17,2,74,1,Wyeomyia,4
hawley,1999-08-17,3,75,1,Fletcherimyia,0
hawley,1999-08-17,3,75,1,Habrotrocha,3
hawley,1999-08-17,3,75,1,headcap,1
hawley,1999-08-17,3,75,1,Metriocnemus,1
hawley,1999-08-17,3,75,1,other,0
hawley,1999-08-17,3,75,1,rotvol ml,0.2
hawley,1999-08-17,3,75,1,Sarraceniopus,0
hawley,1999-08-17,3,75,1,volume ml,2.5
hawley,1999-08-17,3,75,1,Wyeomyia,1
hawley,1999-08-17,4,76,1,volume ml,0
hawley,1999-08-17,4,76,2,Fletcherimyia,0
hawley,1999-08-17,4,76,2,Habrotrocha,6
hawley,1999-08-17,4,76,2,headcap,2
hawley,1999-08-17,4,76,2,Metriocnemus,0
hawley,1999-08-17,4,76,2,other,0
hawley,1999-08-17,4,76,2,rotvol ml,0.5
hawley,1999-08-17,4,76,2,Sarraceniopus,1
hawley,1999-08-17,4,76,2,volume ml,2
hawley,1999-08-17,4,76,2,Wyeomyia,1
hawley,1999-08-17,4,76,3,Fletcherimyia,0
hawley,1999-08-17,4,76,3,Habrotrocha,3
hawley,1999-08-17,4,76,3,headcap,3
hawley,1999-08-17,4,76,3,Metriocnemus,1
hawley,1999-08-17,4,76,3,other,0
hawley,1999-08-17,4,76,3,rotvol ml,0.5
hawley,1999-08-17,4,76,3,Sarraceniopus,0
hawley,1999-08-17,4,76,3,volume ml,9
hawley,1999-08-17,4,76,3,Wyeomyia,10
hawley,1999-08-17,4,76,4,Fletcherimyia,0
hawley,1999-08-17,4,76,4,Habrotrocha,4
hawley,1999-08-17,4,76,4,headcap,1
hawley,1999-08-17,4,76,4,Metriocnemus,0
hawley,1999-08-17,4,76,4,other,0
hawley,1999-08-17,4,76,4,rotvol ml,0.5
hawley,1999-08-17,4,76,4,Sarraceniopus,0
hawley,1999-08-17,4,76,4,volume ml,2.5
hawley,1999-08-17,4,76,4,Wyeomyia,0
hawley,1999-08-17,1,77,1,Fletcherimyia,0
hawley,1999-08-17,1,77,1,Habrotrocha,5
hawley,1999-08-17,1,77,1,headcap,1
hawley,1999-08-17,1,77,1,Metriocnemus,2
hawley,1999-08-17,1,77,1,other,0
hawley,1999-08-17,1,77,1,rotvol ml,0.5
hawley,1999-08-17,1,77,1,Sarraceniopus,0
hawley,1999-08-17,1,77,1,volume ml,3.5
hawley,1999-08-17,1,77,1,Wyeomyia,1
hawley,1999-08-17,2,78,1,Fletcherimyia,0
hawley,1999-08-17,2,78,1,Habrotrocha,1
hawley,1999-08-17,2,78,1,headcap,1
hawley,1999-08-17,2,78,1,Metriocnemus,3
hawley,1999-08-17,2,78,1,other,1
hawley,1999-08-17,2,78,1,rotvol ml,0.5
hawley,1999-08-17,2,78,1,Sarraceniopus,0
hawley,1999-08-17,2,78,1,volume ml,9
hawley,1999-08-17,2,78,1,Wyeomyia,9
hawley,1999-08-17,3,79,1,volume ml,0
hawley,1999-08-17,4,80,1,Fletcherimyia,0
hawley,1999-08-17,4,80,1,Habrotrocha,4
hawley,1999-08-17,4,80,1,headcap,0
hawley,1999-08-17,4,80,1,Metriocnemus,0
hawley,1999-08-17,4,80,1,other,0
hawley,1999-08-17,4,80,1,rotvol ml,0.5
hawley,1999-08-17,4,80,1,Sarraceniopus,0
hawley,1999-08-17,4,80,1,volume ml,11
hawley,1999-08-17,4,80,1,Wyeomyia,12
hawley,1999-08-17,4,80,2,volume ml,0
hawley,1999-08-24,1,1,1,Fletcherimyia,0
hawley,1999-08-24,1,1,1,Habrotrocha,4
hawley,1999-08-24,1,1,1,headcap,1
hawley,1999-08-24,1,1,1,Metriocnemus,1
hawley,1999-08-24,1,1,1,other,0
hawley,1999-08-24,1,1,1,rotvol ml,0.2
hawley,1999-08-24,1,1,1,Sarraceniopus,0
hawley,1999-08-24,1,1,1,volume ml,2.5
hawley,1999-08-24,1,1,1,Wyeomyia,1
hawley,1999-08-24,2,2,1,Fletcherimyia,0
hawley,1999-08-24,2,2,1,Habrotrocha,5
hawley,1999-08-24,2,2,1,headcap,3
hawley,1999-08-24,2,2,1,Metriocnemus,2
hawley,1999-08-24,2,2,1,other,0
hawley,1999-08-24,2,2,1,rotvol ml,0.25
hawley,1999-08-24,2,2,1,Sarraceniopus,0
hawley,1999-08-24,2,2,1,volume ml,5
hawley,1999-08-24,2,2,1,Wyeomyia,0
hawley,1999-08-24,3,3,1,Fletcherimyia,0
hawley,1999-08-24,3,3,1,Habrotrocha,3
hawley,1999-08-24,3,3,1,headcap,0
hawley,1999-08-24,3,3,1,Metriocnemus,0
hawley,1999-08-24,3,3,1,other,0
hawley,1999-08-24,3,3,1,rotvol ml,0.5
hawley,1999-08-24,3,3,1,Sarraceniopus,0
hawley,1999-08-24,3,3,1,volume ml,15
hawley,1999-08-24,3,3,1,Wyeomyia,12
hawley,1999-08-24,4,4,1,Fletcherimyia,0
hawley,1999-08-24,4,4,1,Habrotrocha,2
hawley,1999-08-24,4,4,1,headcap,5
hawley,1999-08-24,4,4,1,Metriocnemus,2
hawley,1999-08-24,4,4,1,other,0
hawley,1999-08-24,4,4,1,rotvol ml,0.5
hawley,1999-08-24,4,4,1,Sarraceniopus,1
hawley,1999-08-24,4,4,1,volume ml,7
hawley,1999-08-24,4,4,1,Wyeomyia,2
hawley,1999-08-24,4,4,2,Fletcherimyia,1
hawley,1999-08-24,4,4,2,Habrotrocha,2
hawley,1999-08-24,4,4,2,headcap,3
hawley,1999-08-24,4,4,2,Metriocnemus,0
hawley,1999-08-24,4,4,2,other,0
hawley,1999-08-24,4,4,2,rotvol ml,0.1
hawley,1999-08-24,4,4,2,Sarraceniopus,0
hawley,1999-08-24,4,4,2,volume ml,2
hawley,1999-08-24,4,4,2,Wyeomyia,3
hawley,1999-08-24,1,5,1,volume ml,0
hawley,1999-08-24,2,6,1,Fletcherimyia,0
hawley,1999-08-24,2,6,1,Habrotrocha,8
hawley,1999-08-24,2,6,1,headcap,5
hawley,1999-08-24,2,6,1,Metriocnemus,1
hawley,1999-08-24,2,6,1,other,0
hawley,1999-08-24,2,6,1,rotvol ml,0.5
hawley,1999-08-24,2,6,1,Sarraceniopus,0
hawley,1999-08-24,2,6,1,volume ml,10.5
hawley,1999-08-24,2,6,1,Wyeomyia,0
hawley,1999-08-24,3,7,1,Fletcherimyia,0
hawley,1999-08-24,3,7,1,Habrotrocha,5
hawley,1999-08-24,3,7,1,headcap,2
hawley,1999-08-24,3,7,1,Metriocnemus,0
hawley,1999-08-24,3,7,1,other,0
hawley,1999-08-24,3,7,1,rotvol ml,0.5
hawley,1999-08-24,3,7,1,Sarraceniopus,0
hawley,1999-08-24,3,7,1,volume ml,7.5
hawley,1999-08-24,3,7,1,Wyeomyia,0
hawley,1999-08-24,4,8,1,Fletcherimyia,0
hawley,1999-08-24,4,8,1,Habrotrocha,5
hawley,1999-08-24,4,8,1,headcap,0
hawley,1999-08-24,4,8,1,Metriocnemus,1
hawley,1999-08-24,4,8,1,other,0
hawley,1999-08-24,4,8,1,rotvol ml,0.5
hawley,1999-08-24,4,8,1,Sarraceniopus,0
hawley,1999-08-24,4,8,1,volume ml,8.5
hawley,1999-08-24,4,8,1,Wyeomyia,0
hawley,1999-08-24,4,8,2,Fletcherimyia,1
hawley,1999-08-24,4,8,2,Habrotrocha,0
hawley,1999-08-24,4,8,2,headcap,0
hawley,1999-08-24,4,8,2,Metriocnemus,0
hawley,1999-08-24,4,8,2,other,0
hawley,1999-08-24,4,8,2,rotvol ml,0.25
hawley,1999-08-24,4,8,2,Sarraceniopus,0
hawley,1999-08-24,4,8,2,volume ml,3
hawley,1999-08-24,4,8,2,Wyeomyia,1
hawley,1999-08-24,4,8,3,Fletcherimyia,0
hawley,1999-08-24,4,8,3,Habrotrocha,11
hawley,1999-08-24,4,8,3,headcap,2
hawley,1999-08-24,4,8,3,Metriocnemus,0
hawley,1999-08-24,4,8,3,other,0
hawley,1999-08-24,4,8,3,rotvol ml,0.5
hawley,1999-08-24,4,8,3,Sarraceniopus,0
hawley,1999-08-24,4,8,3,volume ml,5.5
hawley,1999-08-24,4,8,3,Wyeomyia,2
hawley,1999-08-24,1,9,1,Fletcherimyia,0
hawley,1999-08-24,1,9,1,Habrotrocha,5
hawley,1999-08-24,1,9,1,headcap,0
hawley,1999-08-24,1,9,1,Metriocnemus,1
hawley,1999-08-24,1,9,1,other,0
hawley,1999-08-24,1,9,1,rotvol ml,0.2
hawley,1999-08-24,1,9,1,Sarraceniopus,0
hawley,1999-08-24,1,9,1,volume ml,6
hawley,1999-08-24,1,9,1,Wyeomyia,0
hawley,1999-08-24,2,10,1,Fletcherimyia,0
hawley,1999-08-24,2,10,1,Habrotrocha,13
hawley,1999-08-24,2,10,1,headcap,4
hawley,1999-08-24,2,10,1,Metriocnemus,1
hawley,1999-08-24,2,10,1,other,0
hawley,1999-08-24,2,10,1,rotvol ml,0.5
hawley,1999-08-24,2,10,1,Sarraceniopus,0
hawley,1999-08-24,2,10,1,volume ml,7
hawley,1999-08-24,2,10,1,Wyeomyia,2
hawley,1999-08-24,3,11,1,Fletcherimyia,0
hawley,1999-08-24,3,11,1,Habrotrocha,10
hawley,1999-08-24,3,11,1,headcap,2
hawley,1999-08-24,3,11,1,Metriocnemus,5
hawley,1999-08-24,3,11,1,other,0
hawley,1999-08-24,3,11,1,rotvol ml,0.5
hawley,1999-08-24,3,11,1,Sarraceniopus,0
hawley,1999-08-24,3,11,1,volume ml,13.5
hawley,1999-08-24,3,11,1,Wyeomyia,2
hawley,1999-08-24,4,12,1,Fletcherimyia,0
hawley,1999-08-24,4,12,1,Habrotrocha,7
hawley,1999-08-24,4,12,1,headcap,8
hawley,1999-08-24,4,12,1,Metriocnemus,0
hawley,1999-08-24,4,12,1,other,0
hawley,1999-08-24,4,12,1,rotvol ml,0.5
hawley,1999-08-24,4,12,1,Sarraceniopus,0
hawley,1999-08-24,4,12,1,volume ml,7.5
hawley,1999-08-24,4,12,1,Wyeomyia,2
hawley,1999-08-24,4,12,2,Fletcherimyia,0
hawley,1999-08-24,4,12,2,Habrotrocha,1
hawley,1999-08-24,4,12,2,headcap,7
hawley,1999-08-24,4,12,2,Metriocnemus,0
hawley,1999-08-24,4,12,2,other,0
hawley,1999-08-24,4,12,2,rotvol ml,0.25
hawley,1999-08-24,4,12,2,Sarraceniopus,1
hawley,1999-08-24,4,12,2,volume ml,2
hawley,1999-08-24,4,12,2,Wyeomyia,1
hawley,1999-08-24,4,12,3,Fletcherimyia,0
hawley,1999-08-24,4,12,3,Habrotrocha,43
hawley,1999-08-24,4,12,3,headcap,3
hawley,1999-08-24,4,12,3,Metriocnemus,0
hawley,1999-08-24,4,12,3,other,0
hawley,1999-08-24,4,12,3,rotvol ml,0.25
hawley,1999-08-24,4,12,3,Sarraceniopus,1
hawley,1999-08-24,4,12,3,volume ml,8
hawley,1999-08-24,4,12,3,Wyeomyia,1
hawley,1999-08-24,1,13,1,Fletcherimyia,0
hawley,1999-08-24,1,13,1,Habrotrocha,18
hawley,1999-08-24,1,13,1,headcap,3
hawley,1999-08-24,1,13,1,Metriocnemus,0
hawley,1999-08-24,1,13,1,other,0
hawley,1999-08-24,1,13,1,rotvol ml,0.5
hawley,1999-08-24,1,13,1,Sarraceniopus,0
hawley,1999-08-24,1,13,1,volume ml,7
hawley,1999-08-24,1,13,1,Wyeomyia,0
hawley,1999-08-24,2,14,1,Fletcherimyia,0
hawley,1999-08-24,2,14,1,Habrotrocha,3
hawley,1999-08-24,2,14,1,headcap,0
hawley,1999-08-24,2,14,1,Metriocnemus,0
hawley,1999-08-24,2,14,1,other,0
hawley,1999-08-24,2,14,1,rotvol ml,0.5
hawley,1999-08-24,2,14,1,Sarraceniopus,0
hawley,1999-08-24,2,14,1,volume ml,4.5
hawley,1999-08-24,2,14,1,Wyeomyia,0
hawley,1999-08-24,3,15,1,Fletcherimyia,0
hawley,1999-08-24,3,15,1,Habrotrocha,1
hawley,1999-08-24,3,15,1,headcap,0
hawley,1999-08-24,3,15,1,Metriocnemus,3
hawley,1999-08-24,3,15,1,other,0
hawley,1999-08-24,3,15,1,rotvol ml,0.25
hawley,1999-08-24,3,15,1,Sarraceniopus,1
hawley,1999-08-24,3,15,1,volume ml,8.5
hawley,1999-08-24,3,15,1,Wyeomyia,2
hawley,1999-08-24,4,16,1,volume ml,0
hawley,1999-08-24,4,16,2,Fletcherimyia,0
hawley,1999-08-24,4,16,2,Habrotrocha,3
hawley,1999-08-24,4,16,2,headcap,0
hawley,1999-08-24,4,16,2,Metriocnemus,0
hawley,1999-08-24,4,16,2,other,0
hawley,1999-08-24,4,16,2,rotvol ml,0.1
hawley,1999-08-24,4,16,2,Sarraceniopus,1
hawley,1999-08-24,4,16,2,volume ml,2
hawley,1999-08-24,4,16,2,Wyeomyia,1
hawley,1999-08-24,4,16,3,Fletcherimyia,0
hawley,1999-08-24,4,16,3,Habrotrocha,2
hawley,1999-08-24,4,16,3,headcap,2
hawley,1999-08-24,4,16,3,Metriocnemus,0
hawley,1999-08-24,4,16,3,other,0
hawley,1999-08-24,4,16,3,rotvol ml,0.2
hawley,1999-08-24,4,16,3,Sarraceniopus,0
hawley,1999-08-24,4,16,3,volume ml,2
hawley,1999-08-24,4,16,3,Wyeomyia,0
hawley,1999-08-24,4,16,4,volume ml,0
hawley,1999-08-24,1,17,1,Fletcherimyia,0
hawley,1999-08-24,1,17,1,Habrotrocha,3
hawley,1999-08-24,1,17,1,headcap,6
hawley,1999-08-24,1,17,1,Metriocnemus,1
hawley,1999-08-24,1,17,1,other,0
hawley,1999-08-24,1,17,1,rotvol ml,0.25
hawley,1999-08-24,1,17,1,Sarraceniopus,0
hawley,1999-08-24,1,17,1,volume ml,12
hawley,1999-08-24,1,17,1,Wyeomyia,1
hawley,1999-08-24,2,18,1,Fletcherimyia,0
hawley,1999-08-24,2,18,1,Habrotrocha,11
hawley,1999-08-24,2,18,1,headcap,4
hawley,1999-08-24,2,18,1,Metriocnemus,2
hawley,1999-08-24,2,18,1,other,0
hawley,1999-08-24,2,18,1,rotvol ml,0.25
hawley,1999-08-24,2,18,1,Sarraceniopus,0
hawley,1999-08-24,2,18,1,volume ml,6
hawley,1999-08-24,2,18,1,Wyeomyia,0
hawley,1999-08-24,3,19,1,Fletcherimyia,0
hawley,1999-08-24,3,19,1,Habrotrocha,1
hawley,1999-08-24,3,19,1,headcap,0
hawley,1999-08-24,3,19,1,Metriocnemus,0
hawley,1999-08-24,3,19,1,other,0
hawley,1999-08-24,3,19,1,rotvol ml,0.2
hawley,1999-08-24,3,19,1,Sarraceniopus,0
hawley,1999-08-24,3,19,1,volume ml,0.6
hawley,1999-08-24,3,19,1,Wyeomyia,0
hawley,1999-08-24,4,20,1,Fletcherimyia,0
hawley,1999-08-24,4,20,1,Habrotrocha,6
hawley,1999-08-24,4,20,1,headcap,0
hawley,1999-08-24,4,20,1,Metriocnemus,0
hawley,1999-08-24,4,20,1,other,0
hawley,1999-08-24,4,20,1,rotvol ml,0.2
hawley,1999-08-24,4,20,1,Sarraceniopus,0
hawley,1999-08-24,4,20,1,volume ml,3
hawley,1999-08-24,4,20,1,Wyeomyia,0
hawley,1999-08-24,4,20,2,Fletcherimyia,0
hawley,1999-08-24,4,20,2,Habrotrocha,0
hawley,1999-08-24,4,20,2,headcap,6
hawley,1999-08-24,4,20,2,Metriocnemus,0
hawley,1999-08-24,4,20,2,other,0
hawley,1999-08-24,4,20,2,rotvol ml,0.2
hawley,1999-08-24,4,20,2,Sarraceniopus,0
hawley,1999-08-24,4,20,2,volume ml,1.5
hawley,1999-08-24,4,20,2,Wyeomyia,0
hawley,1999-08-24,4,20,3,Fletcherimyia,0
hawley,1999-08-24,4,20,3,Habrotrocha,14
hawley,1999-08-24,4,20,3,headcap,1
hawley,1999-08-24,4,20,3,Metriocnemus,0
hawley,1999-08-24,4,20,3,other,0
hawley,1999-08-24,4,20,3,rotvol ml,0.2
hawley,1999-08-24,4,20,3,Sarraceniopus,0
hawley,1999-08-24,4,20,3,volume ml,1
hawley,1999-08-24,4,20,3,Wyeomyia,0
hawley,1999-08-24,4,20,4,Fletcherimyia,0
hawley,1999-08-24,4,20,4,Habrotrocha,1
hawley,1999-08-24,4,20,4,headcap,0
hawley,1999-08-24,4,20,4,Metriocnemus,0
hawley,1999-08-24,4,20,4,other,0
hawley,1999-08-24,4,20,4,rotvol ml,0.1
hawley,1999-08-24,4,20,4,Sarraceniopus,0
hawley,1999-08-24,4,20,4,volume ml,0.6
hawley,1999-08-24,4,20,4,Wyeomyia,6
hawley,1999-08-24,1,21,1,Fletcherimyia,0
hawley,1999-08-24,1,21,1,Habrotrocha,5
hawley,1999-08-24,1,21,1,headcap,12
hawley,1999-08-24,1,21,1,Metriocnemus,0
hawley,1999-08-24,1,21,1,other,0
hawley,1999-08-24,1,21,1,rotvol ml,0.2
hawley,1999-08-24,1,21,1,Sarraceniopus,0
hawley,1999-08-24,1,21,1,volume ml,5.5
hawley,1999-08-24,1,21,1,Wyeomyia,2
hawley,1999-08-24,4,24,1,Fletcherimyia,0
hawley,1999-08-24,4,24,1,Habrotrocha,36
hawley,1999-08-24,4,24,1,headcap,0
hawley,1999-08-24,4,24,1,Metriocnemus,0
hawley,1999-08-24,4,24,1,other,0
hawley,1999-08-24,4,24,1,rotvol ml,0.2
hawley,1999-08-24,4,24,1,Sarraceniopus,0
hawley,1999-08-24,4,24,1,volume ml,1.5
hawley,1999-08-24,4,24,1,Wyeomyia,0
hawley,1999-08-24,4,24,2,Fletcherimyia,0
hawley,1999-08-24,4,24,2,Habrotrocha,3
hawley,1999-08-24,4,24,2,headcap,15
hawley,1999-08-24,4,24,2,Metriocnemus,0
hawley,1999-08-24,4,24,2,other,0
hawley,1999-08-24,4,24,2,rotvol ml,0.25
hawley,1999-08-24,4,24,2,Sarraceniopus,0
hawley,1999-08-24,4,24,2,volume ml,7
hawley,1999-08-24,4,24,2,Wyeomyia,3
hawley,1999-08-24,1,25,1,Fletcherimyia,0
hawley,1999-08-24,1,25,1,Habrotrocha,8
hawley,1999-08-24,1,25,1,headcap,3
hawley,1999-08-24,1,25,1,Metriocnemus,0
hawley,1999-08-24,1,25,1,other,0
hawley,1999-08-24,1,25,1,rotvol ml,0.2
hawley,1999-08-24,1,25,1,Sarraceniopus,0
hawley,1999-08-24,1,25,1,volume ml,1.5
hawley,1999-08-24,1,25,1,Wyeomyia,0
hawley,1999-08-24,2,26,1,Fletcherimyia,0
hawley,1999-08-24,2,26,1,Habrotrocha,27
hawley,1999-08-24,2,26,1,headcap,12
hawley,1999-08-24,2,26,1,Metriocnemus,0
hawley,1999-08-24,2,26,1,other,0
hawley,1999-08-24,2,26,1,rotvol ml,0.25
hawley,1999-08-24,2,26,1,Sarraceniopus,6
hawley,1999-08-24,2,26,1,volume ml,6.5
hawley,1999-08-24,2,26,1,Wyeomyia,0
hawley,1999-08-24,3,27,1,volume ml,0
hawley,1999-08-24,4,28,2,Fletcherimyia,0
hawley,1999-08-24,4,28,2,Habrotrocha,36
hawley,1999-08-24,4,28,2,headcap,7
hawley,1999-08-24,4,28,2,Metriocnemus,0
hawley,1999-08-24,4,28,2,other,0
hawley,1999-08-24,4,28,2,rotvol ml,0.25
hawley,1999-08-24,4,28,2,Sarraceniopus,0
hawley,1999-08-24,4,28,2,volume ml,2
hawley,1999-08-24,4,28,2,Wyeomyia,0
hawley,1999-08-24,4,28,3,Fletcherimyia,0
hawley,1999-08-24,4,28,3,Habrotrocha,0
hawley,1999-08-24,4,28,3,headcap,4
hawley,1999-08-24,4,28,3,Metriocnemus,0
hawley,1999-08-24,4,28,3,other,0
hawley,1999-08-24,4,28,3,rotvol ml,0.2
hawley,1999-08-24,4,28,3,Sarraceniopus,3
hawley,1999-08-24,4,28,3,volume ml,3.5
hawley,1999-08-24,4,28,3,Wyeomyia,3
hawley,1999-08-24,4,28,4,volume ml,0
hawley,1999-08-24,1,29,1,Fletcherimyia,0
hawley,1999-08-24,1,29,1,Habrotrocha,3
hawley,1999-08-24,1,29,1,headcap,4
hawley,1999-08-24,1,29,1,Metriocnemus,0
hawley,1999-08-24,1,29,1,other,0
hawley,1999-08-24,1,29,1,rotvol ml,0.2
hawley,1999-08-24,1,29,1,Sarraceniopus,0
hawley,1999-08-24,1,29,1,volume ml,0.8
hawley,1999-08-24,1,29,1,Wyeomyia,0
hawley,1999-08-24,2,30,1,Fletcherimyia,0
hawley,1999-08-24,2,30,1,Habrotrocha,3
hawley,1999-08-24,2,30,1,headcap,0
hawley,1999-08-24,2,30,1,Metriocnemus,0
hawley,1999-08-24,2,30,1,other,0
hawley,1999-08-24,2,30,1,rotvol ml,0.1
hawley,1999-08-24,2,30,1,Sarraceniopus,0
hawley,1999-08-24,2,30,1,volume ml,0.7
hawley,1999-08-24,2,30,1,Wyeomyia,0
hawley,1999-08-24,3,31,1,Fletcherimyia,0
hawley,1999-08-24,3,31,1,Habrotrocha,7
hawley,1999-08-24,3,31,1,headcap,3
hawley,1999-08-24,3,31,1,Metriocnemus,1
hawley,1999-08-24,3,31,1,other,0
hawley,1999-08-24,3,31,1,rotvol ml,0.25
hawley,1999-08-24,3,31,1,Sarraceniopus,0
hawley,1999-08-24,3,31,1,volume ml,6
hawley,1999-08-24,3,31,1,Wyeomyia,1
hawley,1999-08-24,4,32,1,Fletcherimyia,0
hawley,1999-08-24,4,32,1,Habrotrocha,29
hawley,1999-08-24,4,32,1,headcap,4
hawley,1999-08-24,4,32,1,Metriocnemus,1
hawley,1999-08-24,4,32,1,other,0
hawley,1999-08-24,4,32,1,rotvol ml,0.25
hawley,1999-08-24,4,32,1,Sarraceniopus,0
hawley,1999-08-24,4,32,1,volume ml,3
hawley,1999-08-24,4,32,1,Wyeomyia,0
hawley,1999-08-24,4,32,2,Fletcherimyia,0
hawley,1999-08-24,4,32,2,Habrotrocha,4
hawley,1999-08-24,4,32,2,headcap,12
hawley,1999-08-24,4,32,2,Metriocnemus,1
hawley,1999-08-24,4,32,2,other,0
hawley,1999-08-24,4,32,2,rotvol ml,0.2
hawley,1999-08-24,4,32,2,Sarraceniopus,0
hawley,1999-08-24,4,32,2,volume ml,6.5
hawley,1999-08-24,4,32,2,Wyeomyia,1
hawley,1999-08-24,4,32,3,volume ml,0
hawley,1999-08-24,1,33,1,Fletcherimyia,0
hawley,1999-08-24,1,33,1,Habrotrocha,8
hawley,1999-08-24,1,33,1,headcap,3
hawley,1999-08-24,1,33,1,Metriocnemus,0
hawley,1999-08-24,1,33,1,other,0
hawley,1999-08-24,1,33,1,rotvol ml,0.1
hawley,1999-08-24,1,33,1,Sarraceniopus,0
hawley,1999-08-24,1,33,1,volume ml,1
hawley,1999-08-24,1,33,1,Wyeomyia,0
hawley,1999-08-24,2,34,1,Fletcherimyia,0
hawley,1999-08-24,2,34,1,Habrotrocha,4
hawley,1999-08-24,2,34,1,headcap,4
hawley,1999-08-24,2,34,1,Metriocnemus,1
hawley,1999-08-24,2,34,1,other,0
hawley,1999-08-24,2,34,1,rotvol ml,0.2
hawley,1999-08-24,2,34,1,Sarraceniopus,0
hawley,1999-08-24,2,34,1,volume ml,1
hawley,1999-08-24,2,34,1,Wyeomyia,0
hawley,1999-08-24,3,35,1,Fletcherimyia,0
hawley,1999-08-24,3,35,1,Habrotrocha,9
hawley,1999-08-24,3,35,1,headcap,1
hawley,1999-08-24,3,35,1,Metriocnemus,0
hawley,1999-08-24,3,35,1,other,0
hawley,1999-08-24,3,35,1,rotvol ml,0.2
